Unnamed: 0,day,day_id,id,mood,activity,circumplex.valence,circumplex.arousal,appCat.other,appCat.finance,appCat.social,appCat.travel,appCat.game,appCat.builtin,appCat.communication,call,appCat.unknown,appCat.office,appCat.weather,sms,appCat.entertainment,screen,appCat.utilities,target,wake_up,sleep,week_day,week_mood
52,2014-03-30,AS14.01_2014-03-30,AS14.01,7.5,0.049092970521542,0.75,-0.5,-0.23594151170541727,-0.24994440994036543,-0.5480067183942934,-0.38167579245765193,-0.22533758328546688,-0.5496239806662314,-0.5316152394511433,0.0,0.39896933549896224,-0.21596061839931938,-0.21270503804382399,0.0,0.9275789312134554,-0.24859452320439568,0.06751859844691858,7.4,0.0,22.0,6,6.892857142857143
56,2014-03-31,AS14.01_2014-03-31,AS14.01,7.4,0.07050548088338955,0.6,0.0,0.667742236305155,0.4687450891340359,0.23162514334491102,0.4228384581689484,-0.05455634261077196,1.1687040663986676,1.5006495194894922,6.0,0.031286063774394815,-0.21596061839931938,-0.21270503804382399,0.0,1.161717072738971,1.2793226729139953,1.5992471873959442,6.0,9.0,23.0,0,7.0928571428571425
61,2014-04-01,AS14.01_2014-04-01,AS14.01,6.0,0.118443242712736,0.0,0.2,-0.01675926634366185,8.815228711731383,2.52399378058322,6.701858509683639,0.5580249150969498,0.41849030966605366,1.8494210421009496,1.0,-0.25831629804055606,0.09802656705462529,-0.21270503804382399,0.0,0.3978909813290412,2.394311432101927,4.336009095030387,6.5,8.0,23.0,1,6.985714285714286
66,2014-04-02,AS14.01_2014-04-02,AS14.01,6.5,0.10191661063822348,0.6719518862766539,0.22534393425049137,1.9357589276517022,4.066495488548496,1.6012133985492905,-0.38167579245765193,-0.22533758328546688,2.028387586394555,2.291049327001796,4.0,-0.25831629804055606,0.091545491994437,-0.21270503804382399,0.0,0.7258928816911944,3.268533764644568,2.7663811120114756,6.4,3.0,23.0,2,6.971428571428571
70,2014-04-03,AS14.01_2014-04-03,AS14.01,6.4,0.04923847270844108,0.0,-1.2,0.4138852826206519,1.0781025000690374,1.420271610277094,-0.2979607896468003,-0.22533758328546688,1.3515097192884722,5.783214031217834,4.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,0.6737201289052762,3.277584752511921,1.3540676721407334,6.2,0.0,23.0,3,6.885714285714285
75,2014-04-04,AS14.01_2014-04-04,AS14.01,6.2,0.12668931120732582,0.4,0.2,0.24155221450514353,-0.24994440994036543,0.716381290032805,0.3125462890742617,-0.22533758328546688,0.9890121494281615,1.4896132330997005,2.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,1.0,0.9375950089922376,1.3926745736242392,0.8724889053880444,6.8,0.0,22.0,4,6.857142857142857
80,2014-04-05,AS14.01_2014-04-05,AS14.01,6.8,0.1190023022034455,0.6,-0.4,-0.2028228686590419,-0.24994440994036543,-0.4191480317810787,0.44286126881923277,-0.22533758328546688,0.49965338642631185,-0.15435685176751748,0.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,-0.6029490720534634,-0.4956943843631773,0.7857904794800529,6.5,0.0,23.0,5,6.685714285714285
85,2014-04-06,AS14.01_2014-04-06,AS14.01,6.5,0.06440779944246815,0.5,-0.75,-0.026374356260351454,-0.24994440994036543,-0.4466618917808152,-0.38167579245765193,0.15645072804463211,3.3077569800789766,0.4713213951401688,4.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,-0.48669439756245697,0.36647068923939774,0.13833952914189154,6.5,0.0,23.0,6,6.542857142857143
89,2014-04-07,AS14.01_2014-04-07,AS14.01,6.5,0.050670621174317886,0.25,-0.5246560657495086,0.21157821680833291,0.5536359854857402,0.31384972213065226,-0.11736504021232233,-0.22533758328546688,-0.03821665378851694,2.2047863410850486,1.0,-0.25831629804055606,-0.15782126283841721,-0.21270503804382399,0.0,-0.2141029077980652,0.8634892870059505,1.5592284193155712,6.6,10.0,21.0,0,6.414285714285714
93,2014-04-08,AS14.01_2014-04-08,AS14.01,6.6,0.07532705826134849,0.4751230180426463,-0.4,0.39350314998565955,0.08333031571209785,1.0913284799937635,-0.38167579245765193,-0.22533758328546688,-0.07279615164574865,2.4863397515350405,1.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,2.0273430814389672,1.96128004152112,0.048346278091546194,7.4,1.0,23.0,1,6.500000000000001
98,2014-04-09,AS14.01_2014-04-09,AS14.01,7.4,0.12038411453232876,0.9375615090213231,-0.8,0.9825530462114264,-0.24994440994036543,1.204176298665194,-0.38167579245765193,-0.22533758328546688,0.6707986268842658,1.8295322592901122,4.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,0.30363811622476705,1.6389586258392121,2.929695970979537,7.4,8.0,23.0,2,6.628571428571429
103,2014-04-10,AS14.01_2014-04-10,AS14.01,7.4,0.07896310519489107,0.8,-0.4,-0.07840267614288311,-0.24994440994036543,0.11567387620316437,-0.38167579245765193,-0.22180355690836626,-0.24957546071558054,0.8948967157999034,7.0,-0.25831629804055606,-0.13713076206944705,-0.21270503804382399,0.0,0.4841157060125211,0.7485277041769219,3.0897726521999123,7.0,0.0,23.0,3,6.771428571428571
108,2014-04-11,AS14.01_2014-04-11,AS14.01,7.0,0.07998620207306052,0.8,-1.2,-0.34069025214564336,1.3892181409360773,-0.26519550274786874,-0.2314871641049271,-0.22533758328546688,1.630030534957897,0.5506203113629142,0.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,1.0219318865551095,1.0056479137240726,1.637921310620924,7.25,9.0,22.0,4,6.885714285714285
113,2014-04-12,AS14.01_2014-04-12,AS14.01,7.25,0.07224906147031816,0.75,-0.75,-0.2125773077049589,-0.24994440994036543,-0.4842459774391695,-0.3596041972820207,-0.22533758328546688,-0.661192904232984,0.04559123104187198,0.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,1.6101457897286746,1.2613508510447191,2.864522376589534,8.0,9.0,23.0,5,6.95
117,2014-04-13,AS14.01_2014-04-13,AS14.01,8.0,0.014021328954370726,1.0,-1.25,-0.14208522819979855,1.1857447837869073,-0.6357804660311839,-0.38167579245765193,-0.22533758328546688,-0.5166773592357219,-0.537461436458037,0.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,-0.42148186519291575,-0.7745276467797392,-0.27350470871951965,7.2,10.0,23.0,6,7.164285714285714
121,2014-04-14,AS14.01_2014-04-14,AS14.01,7.2,0.08388731446988419,0.6,-1.2,0.09428340976666783,1.30612157299074,0.5567152249696943,-0.2539930840514562,-0.22533758328546688,-0.0041196420060920095,1.9849506482125747,1.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,1.0,4.631905976285421,2.563853871138365,8.290652530506545,6.4,8.0,23.0,0,7.264285714285714
126,2014-04-15,AS14.01_2014-04-15,AS14.01,6.4,0.09011215278072526,0.8,0.0,-0.06680882859116469,-0.022726687569079123,1.9410263071970577,-0.34498631711402167,-0.22533758328546688,0.6286698169515955,1.9019273443747287,8.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,1.0,0.3075732286672791,1.6445855134516085,2.218033158995627,7.2,0.0,23.0,1,7.235714285714286
131,2014-04-16,AS14.01_2014-04-16,AS14.01,7.2,0.11611033612712222,0.6126845270639694,0.5802751474003931,-0.39024280249890175,-0.24994440994036543,0.6021389296405868,-0.38167579245765193,-0.22533758328546688,-0.041968880204989976,1.2604843690778438,0.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,1.0,-0.2354848740468644,1.4225626378304599,1.7175225050736291,6.6,0.0,23.0,2,7.207142857142857
136,2014-04-17,AS14.01_2014-04-17,AS14.01,6.6,0.05691785667209682,0.6,-0.4,-0.3299557242241604,-0.24994440994036543,0.7160949993104119,-0.38167579245765193,-0.22533758328546688,-0.4122191240400381,2.3106552007164405,2.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,-0.533862257870852,1.9440128860154444,0.16923074108466296,6.8,0.0,23.0,3,7.092857142857143
141,2014-04-18,AS14.01_2014-04-18,AS14.01,6.8,0.09403300669497609,0.8,-0.8,-0.3577047808243071,1.8259541909129344,0.38005460069477404,-0.1014529599694254,-0.22533758328546688,0.8923843442275353,1.4474075227221475,1.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,0.12910035710080728,1.6248443995222313,0.5161847335073382,7.8,0.0,23.0,4,7.064285714285715
146,2014-04-19,AS14.01_2014-04-19,AS14.01,7.8,0.09943191172384026,1.0,-0.2,-0.4334503225013399,1.4159762810543242,-0.39709371035176033,0.18377996230027013,-0.12828033762768143,-0.019462499810538967,0.2550957857851878,1.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,-0.19086875376315818,1.583587865235203,2.2400801637520633,7.25,11.0,23.0,5,7.1428571428571415
151,2014-04-20,AS14.01_2014-04-20,AS14.01,7.25,0.07481624304311596,0.75,-0.25,-0.42081600145139025,-0.06518084607700098,0.6743286065820585,-0.38167579245765193,-0.22533758328546688,-0.0684129052182161,1.2785487912361442,2.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,2.0,0.07995130611972961,0.5495202510922833,0.8043038348069544,7.6,2.0,23.0,6,7.035714285714285
155,2014-04-21,AS14.01_2014-04-21,AS14.01,7.6,0.10204105896824717,1.0,-0.2197248525996069,-0.3100473786285412,0.3295714033237004,-0.3758065186781116,-0.08213208834281441,-0.22533758328546688,1.006907744321288,-0.09657738919911142,2.0,-0.25831629804055606,-0.21596061839931938,-0.21270503804382399,0.0,-0.6045107411437888,-0.39279173246156923,1.6043853336314526,7.4,11.0,21.0,0,7.092857142857143
